,organization,organizationId,issueId,totNbrOfComments,nbrOfComments
11530,cloudera,6.0,22238.0,20.0,10.0
11531,cloudera,6.0,22239.0,2.0,1.0
11532,cloudera,6.0,22249.0,13.0,7.0
11533,cloudera,6.0,22254.0,11.0,1.0
11534,cloudera,6.0,22261.0,1.0,1.0
11535,cloudera,6.0,22270.0,25.0,4.0
11536,cloudera,6.0,22289.0,24.0,5.0
11537,cloudera,6.0,22290.0,9.0,4.0
11538,cloudera,6.0,22292.0,4.0,2.0
11539,cloudera,6.0,22298.0,20.0,13.0
11540,cloudera,6.0,22299.0,14.0,8.0
11541,cloudera,6.0,22300.0,21.0,8.0
11542,cloudera,6.0,22301.0,7.0,4.0
11543,cloudera,6.0,22304.0,14.0,8.0
11544,cloudera,6.0,22305.0,6.0,1.0
11545,cloudera,6.0,22306.0,13.0,7.0
11546,cloudera,6.0,22307.0,1.0,1.0
11547,cloudera,6.0,22317.0,14.0,2.0
11548,cloudera,6.0,22319.0,35.0,24.0
11549,cloudera,6.0,22320.0,7.0,1.0
11550,cloudera,6.0,22323.0,15.0,10.0
11551,cloudera,6.0,22328.0,11.0,1.0
11552,cloudera,6.0,22330.0,15.0,6.0
11553,cloudera,6.0,22333.0,9.0,4.0
11554,cloudera,6.0,22339.0,6.0,1.0
11555,cloudera,6.0,22340.0,10.0,2.0
11556,cloudera,6.0,22341.0,8.0,2.0
11557,cloudera,6.0,22343.0,17.0,1.0
11558,cloudera,6.0,22344.0,13.0,1.0
11559,cloudera,6.0,22347.0,14.0,7.0
11560,cloudera,6.0,22348.0,25.0,12.0
11561,cloudera,6.0,22349.0,56.0,4.0
11562,cloudera,6.0,22354.0,1.0,1.0
11563,cloudera,6.0,22359.0,12.0,7.0
11564,cloudera,6.0,22360.0,5.0,1.0
11565,cloudera,6.0,22361.0,11.0,1.0
11566,cloudera,6.0,22364.0,6.0,3.0
11567,cloudera,6.0,22371.0,7.0,2.0
11568,cloudera,6.0,22372.0,3.0,1.0
11569,cloudera,6.0,22375.0,13.0,5.0
11570,cloudera,6.0,22376.0,2.0,2.0
11571,cloudera,6.0,22383.0,22.0,10.0
11572,cloudera,6.0,22384.0,2.0,1.0
11573,cloudera,6.0,22387.0,7.0,1.0
11574,cloudera,6.0,22388.0,10.0,2.0
11575,cloudera,6.0,22389.0,8.0,2.0
11576,cloudera,6.0,22393.0,11.0,8.0
11577,cloudera,6.0,22399.0,12.0,6.0
11578,cloudera,6.0,22401.0,42.0,20.0
11579,cloudera,6.0,22402.0,17.0,6.0
11580,cloudera,6.0,22404.0,14.0,1.0
11581,cloudera,6.0,22409.0,6.0,2.0
11582,cloudera,6.0,22410.0,6.0,3.0
11583,cloudera,6.0,22411.0,3.0,2.0
11584,cloudera,6.0,22413.0,3.0,2.0
11585,cloudera,6.0,22417.0,22.0,9.0
11586,cloudera,6.0,22418.0,7.0,2.0
11587,cloudera,6.0,22419.0,13.0,7.0
11588,cloudera,6.0,22420.0,26.0,15.0
11589,cloudera,6.0,22424.0,10.0,2.0
11590,cloudera,6.0,22427.0,10.0,5.0
11591,cloudera,6.0,22428.0,28.0,9.0
11592,cloudera,6.0,22430.0,1.0,1.0
11593,cloudera,6.0,22431.0,14.0,9.0
11594,cloudera,6.0,22432.0,17.0,16.0
11595,cloudera,6.0,22433.0,4.0,2.0
11596,cloudera,6.0,22434.0,8.0,8.0
11597,cloudera,6.0,22435.0,5.0,5.0
11598,cloudera,6.0,22436.0,10.0,10.0
11599,cloudera,6.0,22437.0,20.0,17.0
11600,cloudera,6.0,22440.0,52.0,15.0
11601,cloudera,6.0,22443.0,14.0,6.0
11602,cloudera,6.0,22445.0,11.0,6.0
11603,cloudera,6.0,22447.0,57.0,31.0
11604,cloudera,6.0,22448.0,12.0,9.0
11605,cloudera,6.0,22449.0,11.0,9.0
11606,cloudera,6.0,22452.0,2.0,1.0
11607,cloudera,6.0,22453.0,28.0,7.0
11608,cloudera,6.0,22455.0,3.0,2.0
11609,cloudera,6.0,22457.0,13.0,7.0
11610,cloudera,6.0,22462.0,24.0,6.0
11611,cloudera,6.0,22464.0,18.0,14.0
11612,cloudera,6.0,22465.0,4.0,1.0
11613,cloudera,6.0,22468.0,13.0,2.0
11614,cloudera,6.0,22469.0,15.0,8.0
11615,cloudera,6.0,22475.0,12.0,10.0
11616,cloudera,6.0,22476.0,6.0,6.0
11617,cloudera,6.0,22477.0,9.0,4.0
11618,cloudera,6.0,22479.0,8.0,2.0
11619,cloudera,6.0,22480.0,21.0,1.0
11620,cloudera,6.0,22484.0,23.0,3.0
11621,cloudera,6.0,22485.0,13.0,4.0
11622,cloudera,6.0,22487.0,12.0,6.0
11623,cloudera,6.0,22488.0,17.0,10.0
11624,cloudera,6.0,22491.0,1.0,1.0
11625,cloudera,6.0,22495.0,9.0,2.0
11626,cloudera,6.0,22496.0,5.0,1.0
11627,cloudera,6.0,22498.0,10.0,1.0
11628,cloudera,6.0,22500.0,20.0,10.0
11629,cloudera,6.0,22501.0,4.0,1.0
11630,cloudera,6.0,22502.0,9.0,6.0
11631,cloudera,6.0,22503.0,3.0,1.0
11632,cloudera,6.0,22504.0,2.0,2.0
11633,cloudera,6.0,22505.0,15.0,3.0
11634,cloudera,6.0,22510.0,47.0,30.0
11635,cloudera,6.0,22515.0,5.0,4.0
11636,cloudera,6.0,22516.0,56.0,31.0
11637,cloudera,6.0,22517.0,7.0,2.0
11638,cloudera,6.0,22518.0,2.0,1.0
11639,cloudera,6.0,22519.0,12.0,9.0
11640,cloudera,6.0,22520.0,3.0,3.0
11641,cloudera,6.0,22527.0,12.0,3.0
11642,cloudera,6.0,22528.0,14.0,8.0
11643,cloudera,6.0,22530.0,7.0,2.0
11644,cloudera,6.0,22534.0,10.0,5.0
11645,cloudera,6.0,22536.0,3.0,2.0
11646,cloudera,6.0,22541.0,2.0,1.0
11647,cloudera,6.0,22543.0,9.0,4.0
11648,cloudera,6.0,22544.0,15.0,8.0
11649,cloudera,6.0,22545.0,39.0,4.0
11650,cloudera,6.0,22549.0,1.0,1.0
11651,cloudera,6.0,22553.0,11.0,6.0
11652,cloudera,6.0,22555.0,11.0,11.0
11653,cloudera,6.0,22564.0,15.0,5.0
11654,cloudera,6.0,22565.0,6.0,3.0
11655,cloudera,6.0,22570.0,13.0,4.0
11656,cloudera,6.0,22572.0,18.0,2.0
11657,cloudera,6.0,22579.0,10.0,4.0
11658,cloudera,6.0,22581.0,9.0,6.0
11659,cloudera,6.0,22586.0,1.0,1.0
11660,cloudera,6.0,22587.0,1.0,1.0
11661,cloudera,6.0,22588.0,19.0,10.0
11662,cloudera,6.0,22591.0,21.0,10.0
11663,cloudera,6.0,22592.0,1.0,1.0
11664,cloudera,6.0,22593.0,1.0,1.0
11665,cloudera,6.0,22594.0,1.0,1.0
11666,cloudera,6.0,22601.0,8.0,1.0
11667,cloudera,6.0,22606.0,11.0,1.0
11668,cloudera,6.0,22607.0,6.0,2.0
11669,cloudera,6.0,22608.0,23.0,1.0
11670,cloudera,6.0,22609.0,13.0,1.0
11671,cloudera,6.0,22611.0,1.0,1.0
11672,cloudera,6.0,22617.0,21.0,15.0
11673,cloudera,6.0,22621.0,10.0,5.0
11674,cloudera,6.0,22625.0,5.0,2.0
11675,cloudera,6.0,22626.0,9.0,7.0
11676,cloudera,6.0,22627.0,11.0,3.0
11677,cloudera,6.0,22628.0,15.0,6.0
11678,cloudera,6.0,22629.0,4.0,2.0
11679,cloudera,6.0,22632.0,2.0,1.0
11680,cloudera,6.0,22633.0,3.0,3.0
11681,cloudera,6.0,22634.0,2.0,1.0
11682,cloudera,6.0,22636.0,13.0,4.0
11683,cloudera,6.0,22638.0,13.0,4.0
11684,cloudera,6.0,22639.0,6.0,5.0
11685,cloudera,6.0,22640.0,28.0,4.0
11686,cloudera,6.0,22645.0,11.0,3.0
11687,cloudera,6.0,22646.0,10.0,5.0
11688,cloudera,6.0,22648.0,9.0,6.0
11689,cloudera,6.0,22650.0,3.0,1.0
11690,cloudera,6.0,22655.0,23.0,7.0
11691,cloudera,6.0,22660.0,2.0,2.0
11692,cloudera,6.0,22662.0,1.0,1.0
11693,cloudera,6.0,22665.0,23.0,9.0
11694,cloudera,6.0,22667.0,14.0,5.0
11695,cloudera,6.0,22671.0,11.0,3.0
11696,cloudera,6.0,22676.0,4.0,4.0
11697,cloudera,6.0,22677.0,13.0,9.0
11698,cloudera,6.0,22678.0,11.0,1.0
11699,cloudera,6.0,22679.0,6.0,3.0
11700,cloudera,6.0,22683.0,21.0,12.0
11701,cloudera,6.0,22685.0,7.0,5.0
11702,cloudera,6.0,22695.0,8.0,1.0
11703,cloudera,6.0,22700.0,5.0,2.0
11704,cloudera,6.0,22704.0,7.0,2.0
11705,cloudera,6.0,22710.0,14.0,5.0
11706,cloudera,6.0,22712.0,4.0,2.0
11707,cloudera,6.0,22714.0,12.0,1.0
11708,cloudera,6.0,22717.0,21.0,5.0
11709,cloudera,6.0,22720.0,14.0,2.0
11710,cloudera,6.0,22722.0,15.0,9.0
11711,cloudera,6.0,22723.0,5.0,2.0
11712,cloudera,6.0,22724.0,6.0,2.0
11713,cloudera,6.0,22725.0,13.0,4.0
11714,cloudera,6.0,22729.0,7.0,3.0
11715,cloudera,6.0,22730.0,10.0,3.0
11716,cloudera,6.0,22735.0,8.0,2.0
11717,cloudera,6.0,22736.0,15.0,4.0
11718,cloudera,6.0,22738.0,6.0,1.0
11719,cloudera,6.0,22744.0,3.0,2.0
11720,cloudera,6.0,22745.0,2.0,1.0
11721,cloudera,6.0,22747.0,5.0,3.0
11722,cloudera,6.0,22748.0,3.0,1.0
11723,cloudera,6.0,22750.0,8.0,1.0
11724,cloudera,6.0,22751.0,1.0,1.0
11725,cloudera,6.0,22752.0,4.0,4.0
11726,cloudera,6.0,22755.0,5.0,3.0
11727,cloudera,6.0,22756.0,6.0,3.0
11728,cloudera,6.0,22757.0,2.0,1.0
11729,cloudera,6.0,22760.0,6.0,5.0
11730,cloudera,6.0,22764.0,4.0,3.0
11731,cloudera,6.0,22765.0,4.0,4.0
11732,cloudera,6.0,22767.0,5.0,5.0
11733,cloudera,6.0,22768.0,11.0,1.0
11734,cloudera,6.0,22777.0,1.0,1.0
11735,cloudera,6.0,22781.0,3.0,2.0
11736,cloudera,6.0,22784.0,48.0,27.0
11737,cloudera,6.0,22785.0,3.0,2.0
11738,cloudera,6.0,22787.0,2.0,1.0
11739,cloudera,6.0,22789.0,38.0,6.0
11740,cloudera,6.0,22790.0,9.0,2.0
11741,cloudera,6.0,22792.0,52.0,25.0
11742,cloudera,6.0,22799.0,3.0,1.0
11743,cloudera,6.0,22800.0,89.0,12.0
11744,cloudera,6.0,22807.0,122.0,52.0
11745,cloudera,6.0,22808.0,28.0,16.0
11746,cloudera,6.0,22809.0,15.0,5.0
11747,cloudera,6.0,22813.0,1.0,1.0
11748,cloudera,6.0,22814.0,5.0,2.0
11749,cloudera,6.0,22815.0,5.0,2.0
11750,cloudera,6.0,22818.0,2.0,1.0
11751,cloudera,6.0,22819.0,7.0,2.0
11752,cloudera,6.0,22821.0,20.0,12.0
11753,cloudera,6.0,22822.0,17.0,8.0
11754,cloudera,6.0,22825.0,5.0,2.0
11755,cloudera,6.0,22828.0,53.0,31.0
11756,cloudera,6.0,22829.0,2.0,1.0
11757,cloudera,6.0,22830.0,30.0,3.0
11758,cloudera,6.0,22831.0,29.0,10.0
11759,cloudera,6.0,22832.0,6.0,5.0
11760,cloudera,6.0,22835.0,30.0,19.0
11761,cloudera,6.0,22838.0,6.0,1.0
11762,cloudera,6.0,22839.0,3.0,3.0
11763,cloudera,6.0,22840.0,24.0,3.0
11764,cloudera,6.0,22844.0,39.0,27.0
11765,cloudera,6.0,22845.0,28.0,16.0
11766,cloudera,6.0,22850.0,10.0,1.0
11767,cloudera,6.0,22853.0,1.0,1.0
11768,cloudera,6.0,22855.0,3.0,1.0
11769,cloudera,6.0,22860.0,10.0,2.0
11770,cloudera,6.0,22869.0,15.0,1.0
11771,cloudera,6.0,22871.0,16.0,5.0
11772,cloudera,6.0,22873.0,25.0,12.0
11773,cloudera,6.0,22875.0,18.0,2.0
11774,cloudera,6.0,22877.0,15.0,6.0
11775,cloudera,6.0,22880.0,19.0,7.0
11776,cloudera,6.0,22883.0,11.0,4.0
11777,cloudera,6.0,22885.0,1.0,1.0
11778,cloudera,6.0,22886.0,7.0,3.0
11779,cloudera,6.0,22888.0,3.0,2.0
11780,cloudera,6.0,22890.0,35.0,5.0
11781,cloudera,6.0,22904.0,5.0,3.0
11782,cloudera,6.0,22905.0,17.0,6.0
11783,cloudera,6.0,22906.0,12.0,3.0
11784,cloudera,6.0,22911.0,4.0,1.0
11785,cloudera,6.0,22912.0,2.0,1.0
11786,cloudera,6.0,22913.0,11.0,6.0
11787,cloudera,6.0,22914.0,9.0,6.0
11788,cloudera,6.0,22915.0,12.0,6.0
11789,cloudera,6.0,22918.0,22.0,13.0
11790,cloudera,6.0,22925.0,5.0,4.0
11791,cloudera,6.0,22927.0,25.0,9.0
11792,cloudera,6.0,22929.0,18.0,6.0
11793,cloudera,6.0,22932.0,41.0,22.0
11794,cloudera,6.0,22936.0,11.0,5.0
11795,cloudera,6.0,22940.0,14.0,6.0
11796,cloudera,6.0,22942.0,46.0,12.0
11797,cloudera,6.0,22944.0,8.0,3.0
11798,cloudera,6.0,22945.0,2.0,2.0
11799,cloudera,6.0,22947.0,1.0,1.0
11800,cloudera,6.0,22951.0,27.0,11.0
11801,cloudera,6.0,22952.0,41.0,27.0
11802,cloudera,6.0,22953.0,20.0,12.0
11803,cloudera,6.0,22954.0,1.0,1.0
11804,cloudera,6.0,22955.0,7.0,2.0
11805,cloudera,6.0,22956.0,2.0,1.0
11806,cloudera,6.0,22957.0,77.0,15.0
11807,cloudera,6.0,22958.0,39.0,6.0
11808,cloudera,6.0,22959.0,8.0,1.0
11809,cloudera,6.0,22961.0,3.0,1.0
11810,cloudera,6.0,22967.0,13.0,7.0
11811,cloudera,6.0,22969.0,1.0,1.0
11812,cloudera,6.0,22970.0,9.0,5.0
11813,cloudera,6.0,22975.0,21.0,7.0
11814,cloudera,6.0,22976.0,20.0,5.0
11815,cloudera,6.0,22979.0,22.0,9.0
11816,cloudera,6.0,22980.0,1.0,1.0
11817,cloudera,6.0,22981.0,5.0,3.0
11818,cloudera,6.0,22982.0,18.0,10.0
11819,cloudera,6.0,22983.0,18.0,11.0
11820,cloudera,6.0,22987.0,13.0,7.0
11821,cloudera,6.0,22988.0,15.0,3.0
11822,cloudera,6.0,22989.0,12.0,6.0
11823,cloudera,6.0,22990.0,12.0,7.0
11824,cloudera,6.0,22992.0,10.0,1.0
11825,cloudera,6.0,22994.0,11.0,2.0
11826,cloudera,6.0,22997.0,88.0,18.0
11827,cloudera,6.0,23001.0,6.0,2.0
11828,cloudera,6.0,23002.0,24.0,2.0
11829,cloudera,6.0,23005.0,79.0,3.0
11830,cloudera,6.0,23006.0,40.0,15.0
11831,cloudera,6.0,23007.0,20.0,6.0
11832,cloudera,6.0,23012.0,11.0,4.0
11833,cloudera,6.0,23013.0,6.0,1.0
11834,cloudera,6.0,23014.0,10.0,5.0
11835,cloudera,6.0,23015.0,20.0,2.0
11836,cloudera,6.0,23016.0,9.0,2.0
11837,cloudera,6.0,23020.0,5.0,1.0
11838,cloudera,6.0,23021.0,10.0,1.0
11839,cloudera,6.0,23023.0,4.0,1.0
11840,cloudera,6.0,23024.0,20.0,13.0
11841,cloudera,6.0,23025.0,14.0,9.0
11842,cloudera,6.0,23026.0,58.0,33.0
11843,cloudera,6.0,23029.0,9.0,4.0
11844,cloudera,6.0,23032.0,7.0,5.0
11845,cloudera,6.0,23036.0,2.0,1.0
11846,cloudera,6.0,23038.0,25.0,3.0
11847,cloudera,6.0,23041.0,10.0,5.0
11848,cloudera,6.0,23042.0,19.0,9.0
11849,cloudera,6.0,23044.0,8.0,4.0
11850,cloudera,6.0,23048.0,1.0,1.0
11851,cloudera,6.0,23050.0,22.0,6.0
11852,cloudera,6.0,23055.0,14.0,4.0
11853,cloudera,6.0,23058.0,8.0,4.0
11854,cloudera,6.0,23065.0,3.0,3.0
11855,cloudera,6.0,23066.0,16.0,9.0
11856,cloudera,6.0,23068.0,34.0,12.0
11857,cloudera,6.0,23069.0,7.0,3.0
11858,cloudera,6.0,23077.0,6.0,2.0
11859,cloudera,6.0,23084.0,15.0,3.0
11860,cloudera,6.0,23085.0,11.0,4.0
11861,cloudera,6.0,23086.0,35.0,17.0
11862,cloudera,6.0,23093.0,32.0,4.0
11863,cloudera,6.0,23094.0,8.0,4.0
11864,cloudera,6.0,23096.0,6.0,2.0
11865,cloudera,6.0,23104.0,7.0,1.0
11866,cloudera,6.0,23107.0,18.0,10.0
11867,cloudera,6.0,23112.0,9.0,4.0
11868,cloudera,6.0,23114.0,61.0,30.0
11869,cloudera,6.0,23115.0,2.0,1.0
11870,cloudera,6.0,23118.0,5.0,2.0
11871,cloudera,6.0,23121.0,12.0,7.0
11872,cloudera,6.0,23122.0,10.0,6.0
11873,cloudera,6.0,23125.0,28.0,8.0
11874,cloudera,6.0,23126.0,29.0,9.0
11875,cloudera,6.0,23127.0,2.0,1.0
11876,cloudera,6.0,23128.0,11.0,2.0
11877,cloudera,6.0,23129.0,27.0,4.0
11878,cloudera,6.0,23132.0,9.0,4.0
11879,cloudera,6.0,23134.0,13.0,6.0
11880,cloudera,6.0,23136.0,2.0,1.0
11881,cloudera,6.0,23137.0,6.0,1.0
11882,cloudera,6.0,23139.0,19.0,1.0
11883,cloudera,6.0,23140.0,11.0,7.0
11884,cloudera,6.0,23141.0,15.0,2.0
11885,cloudera,6.0,23147.0,31.0,20.0
11886,cloudera,6.0,23150.0,13.0,3.0
11887,cloudera,6.0,23151.0,19.0,3.0
11888,cloudera,6.0,23154.0,13.0,2.0
11889,cloudera,6.0,23155.0,2.0,2.0
11890,cloudera,6.0,23157.0,17.0,4.0
11891,cloudera,6.0,23159.0,23.0,8.0
11892,cloudera,6.0,23160.0,21.0,4.0
11893,cloudera,6.0,23162.0,7.0,1.0
11894,cloudera,6.0,23164.0,9.0,4.0
11895,cloudera,6.0,23165.0,26.0,8.0
11896,cloudera,6.0,23166.0,8.0,2.0
11897,cloudera,6.0,23169.0,13.0,6.0
11898,cloudera,6.0,23173.0,4.0,2.0
11899,cloudera,6.0,23175.0,9.0,2.0
11900,cloudera,6.0,23176.0,44.0,28.0
11901,cloudera,6.0,23184.0,13.0,3.0
11902,cloudera,6.0,23185.0,19.0,7.0
11903,cloudera,6.0,23186.0,32.0,19.0
11904,cloudera,6.0,23188.0,14.0,4.0
11905,cloudera,6.0,23189.0,13.0,6.0
11906,cloudera,6.0,23190.0,33.0,15.0
11907,cloudera,6.0,23191.0,1.0,1.0
11908,cloudera,6.0,23192.0,23.0,9.0
11909,cloudera,6.0,23193.0,14.0,2.0
11910,cloudera,6.0,23198.0,18.0,3.0
11911,cloudera,6.0,23199.0,12.0,1.0
11912,cloudera,6.0,23201.0,12.0,3.0
11913,cloudera,6.0,23202.0,26.0,11.0
11914,cloudera,6.0,23205.0,17.0,8.0
11915,cloudera,6.0,23207.0,12.0,1.0
11916,cloudera,6.0,23215.0,9.0,4.0
11917,cloudera,6.0,23216.0,23.0,7.0
11918,cloudera,6.0,23217.0,10.0,1.0
11919,cloudera,6.0,23218.0,2.0,2.0
11920,cloudera,6.0,23219.0,37.0,8.0
11921,cloudera,6.0,23221.0,14.0,7.0
11922,cloudera,6.0,23222.0,12.0,3.0
11923,cloudera,6.0,23223.0,43.0,16.0
11924,cloudera,6.0,23224.0,13.0,1.0
11925,cloudera,6.0,23226.0,25.0,11.0
11926,cloudera,6.0,23228.0,62.0,7.0
11927,cloudera,6.0,23230.0,15.0,9.0
11928,cloudera,6.0,23234.0,37.0,1.0
11929,cloudera,6.0,23238.0,10.0,4.0
11930,cloudera,6.0,23242.0,5.0,2.0
11931,cloudera,6.0,23248.0,26.0,9.0
11932,cloudera,6.0,23251.0,2.0,2.0
11933,cloudera,6.0,23252.0,37.0,1.0
11934,cloudera,6.0,23253.0,4.0,1.0
11935,cloudera,6.0,23256.0,22.0,5.0
11936,cloudera,6.0,23257.0,154.0,62.0
11937,cloudera,6.0,23260.0,14.0,2.0
11938,cloudera,6.0,23264.0,4.0,2.0
11939,cloudera,6.0,23265.0,5.0,2.0
11940,cloudera,6.0,23266.0,2.0,1.0
11941,cloudera,6.0,23268.0,46.0,11.0
11942,cloudera,6.0,23269.0,12.0,2.0
11943,cloudera,6.0,23270.0,26.0,21.0
11944,cloudera,6.0,23273.0,15.0,5.0
11945,cloudera,6.0,23274.0,20.0,3.0
11946,cloudera,6.0,23276.0,1.0,1.0
11947,cloudera,6.0,23285.0,22.0,14.0
11948,cloudera,6.0,23288.0,4.0,2.0
11949,cloudera,6.0,23289.0,29.0,11.0
11950,cloudera,6.0,23298.0,12.0,2.0
11951,cloudera,6.0,23304.0,4.0,2.0
11952,cloudera,6.0,23305.0,4.0,1.0
11953,cloudera,6.0,23307.0,28.0,4.0
11954,cloudera,6.0,23308.0,33.0,13.0
11955,cloudera,6.0,23309.0,10.0,5.0
11956,cloudera,6.0,23311.0,7.0,1.0
11957,cloudera,6.0,23312.0,25.0,5.0
11958,cloudera,6.0,23314.0,26.0,8.0
11959,cloudera,6.0,23315.0,4.0,3.0
11960,cloudera,6.0,23317.0,46.0,27.0
11961,cloudera,6.0,23318.0,49.0,11.0
11962,cloudera,6.0,23321.0,14.0,4.0
11963,cloudera,6.0,23323.0,5.0,4.0
11964,cloudera,6.0,23324.0,35.0,17.0
11965,cloudera,6.0,23327.0,10.0,1.0
11966,cloudera,6.0,23329.0,14.0,2.0
11967,cloudera,6.0,23330.0,4.0,1.0
11968,cloudera,6.0,23332.0,12.0,1.0
11969,cloudera,6.0,23333.0,4.0,1.0
11970,cloudera,6.0,23335.0,20.0,6.0
11971,cloudera,6.0,23336.0,36.0,1.0
11972,cloudera,6.0,23340.0,19.0,6.0
11973,cloudera,6.0,23341.0,35.0,4.0
11974,cloudera,6.0,23344.0,12.0,2.0
11975,cloudera,6.0,23345.0,20.0,1.0
11976,cloudera,6.0,23346.0,19.0,5.0
11977,cloudera,6.0,23348.0,13.0,2.0
11978,cloudera,6.0,23350.0,20.0,2.0
11979,cloudera,6.0,23351.0,26.0,7.0
11980,cloudera,6.0,23352.0,4.0,1.0
11981,cloudera,6.0,23353.0,17.0,4.0
11982,cloudera,6.0,23354.0,27.0,10.0
11983,cloudera,6.0,23356.0,29.0,11.0
11984,cloudera,6.0,23358.0,2.0,1.0
11985,cloudera,6.0,23359.0,14.0,1.0
11986,cloudera,6.0,23360.0,19.0,7.0
11987,cloudera,6.0,23361.0,4.0,1.0
11988,cloudera,6.0,23362.0,16.0,2.0
11989,cloudera,6.0,23363.0,12.0,2.0
11990,cloudera,6.0,23365.0,15.0,2.0
11991,cloudera,6.0,23366.0,104.0,50.0
11992,cloudera,6.0,23367.0,23.0,3.0
11993,cloudera,6.0,23368.0,14.0,5.0
11994,cloudera,6.0,23369.0,1.0,1.0
11995,cloudera,6.0,23370.0,13.0,1.0
11996,cloudera,6.0,23371.0,13.0,1.0
11997,cloudera,6.0,23372.0,4.0,2.0
11998,cloudera,6.0,23374.0,5.0,1.0
11999,cloudera,6.0,23376.0,15.0,1.0
12000,cloudera,6.0,23377.0,26.0,2.0
12001,cloudera,6.0,23378.0,20.0,2.0
12002,cloudera,6.0,23380.0,16.0,5.0
12003,cloudera,6.0,23381.0,1.0,1.0
12004,cloudera,6.0,23383.0,25.0,10.0
12005,cloudera,6.0,23388.0,19.0,1.0
12006,cloudera,6.0,23391.0,70.0,3.0
12007,cloudera,6.0,23393.0,39.0,3.0
12008,cloudera,6.0,23396.0,62.0,28.0
12009,cloudera,6.0,23399.0,15.0,1.0
12010,cloudera,6.0,23400.0,27.0,1.0
12011,cloudera,6.0,23402.0,3.0,1.0
12012,cloudera,6.0,23404.0,27.0,3.0
12013,cloudera,6.0,23408.0,14.0,1.0
12014,cloudera,6.0,23409.0,6.0,2.0
12015,cloudera,6.0,23410.0,12.0,1.0
12016,cloudera,6.0,23416.0,24.0,2.0
12017,cloudera,6.0,23435.0,14.0,4.0
12018,cloudera,6.0,23439.0,16.0,3.0
12019,cloudera,6.0,23442.0,16.0,1.0
12020,cloudera,6.0,23447.0,27.0,14.0
12021,cloudera,6.0,23451.0,14.0,6.0
12022,cloudera,6.0,23452.0,44.0,26.0
12023,cloudera,6.0,23453.0,18.0,4.0
12024,cloudera,6.0,23454.0,15.0,3.0
12025,cloudera,6.0,23456.0,1.0,1.0
12026,cloudera,6.0,23459.0,16.0,8.0
12027,cloudera,6.0,23460.0,6.0,4.0
12028,cloudera,6.0,23461.0,13.0,2.0
12029,cloudera,6.0,23462.0,5.0,3.0
12030,cloudera,6.0,23463.0,5.0,1.0
12031,cloudera,6.0,23471.0,2.0,1.0
12032,cloudera,6.0,23472.0,20.0,9.0
12033,cloudera,6.0,23473.0,20.0,9.0
12034,cloudera,6.0,23474.0,8.0,2.0
12035,cloudera,6.0,23475.0,15.0,2.0
12036,cloudera,6.0,23476.0,9.0,2.0
12037,cloudera,6.0,23482.0,11.0,5.0
12038,cloudera,6.0,23484.0,11.0,11.0
12039,cloudera,6.0,23485.0,21.0,7.0
12040,cloudera,6.0,23486.0,19.0,7.0
12041,cloudera,6.0,23490.0,23.0,11.0
12042,cloudera,6.0,23496.0,11.0,2.0
12043,cloudera,6.0,23498.0,4.0,2.0
12044,cloudera,6.0,23501.0,25.0,5.0
12045,cloudera,6.0,23502.0,17.0,6.0
12046,cloudera,6.0,23503.0,14.0,1.0
12047,cloudera,6.0,23506.0,10.0,3.0
12048,cloudera,6.0,23507.0,4.0,3.0
12049,cloudera,6.0,23508.0,10.0,6.0
12050,cloudera,6.0,23510.0,14.0,5.0
12051,cloudera,6.0,23511.0,19.0,5.0
12052,cloudera,6.0,23512.0,14.0,6.0
12053,cloudera,6.0,23513.0,8.0,3.0
12054,cloudera,6.0,23515.0,63.0,12.0
12055,cloudera,6.0,23516.0,6.0,2.0
12056,cloudera,6.0,23518.0,12.0,3.0
12057,cloudera,6.0,23519.0,15.0,2.0
12058,cloudera,6.0,23520.0,43.0,4.0
12059,cloudera,6.0,23524.0,4.0,3.0
12060,cloudera,6.0,23525.0,2.0,1.0
12061,cloudera,6.0,23526.0,17.0,3.0
12062,cloudera,6.0,23527.0,21.0,3.0
12063,cloudera,6.0,23535.0,19.0,1.0
12064,cloudera,6.0,23540.0,11.0,1.0
12065,cloudera,6.0,23550.0,14.0,2.0
12066,cloudera,6.0,23552.0,21.0,7.0
12067,cloudera,6.0,23556.0,9.0,3.0
12068,cloudera,6.0,23557.0,10.0,2.0
12069,cloudera,6.0,23559.0,2.0,1.0
12070,cloudera,6.0,23560.0,31.0,10.0
12071,cloudera,6.0,23563.0,14.0,5.0
12072,cloudera,6.0,23565.0,27.0,8.0
12073,cloudera,6.0,23572.0,16.0,2.0
12074,cloudera,6.0,23573.0,13.0,8.0
12075,cloudera,6.0,23577.0,38.0,11.0
12076,cloudera,6.0,23579.0,3.0,1.0
12077,cloudera,6.0,23580.0,44.0,5.0
12078,cloudera,6.0,23581.0,11.0,2.0
12079,cloudera,6.0,23585.0,12.0,1.0
12080,cloudera,6.0,23588.0,13.0,1.0
12081,cloudera,6.0,23589.0,21.0,7.0
12082,cloudera,6.0,23592.0,3.0,1.0
12083,cloudera,6.0,23593.0,49.0,28.0
12084,cloudera,6.0,23594.0,18.0,1.0
12085,cloudera,6.0,23595.0,13.0,1.0
12086,cloudera,6.0,23596.0,16.0,5.0
12087,cloudera,6.0,23597.0,12.0,1.0
